Battery_ID,Cycle,Capacity,Voltage_mean,Voltage_min,Voltage_max,Current_mean,Temperature_mean,Discharge_time
B0006,163,1.174595,3.412419,2.435763,4.180815,-1.538652,33.542814,2802.031
B0006,164,1.153818,3.41481,2.48119,4.169704,-1.516972,33.472459,2793.39
B0006,165,1.164401,3.416618,2.491537,4.180284,-1.52385,33.582104,2793.39
B0006,166,1.158797,3.412134,2.409041,4.18117,-1.523793,33.663461,2792.485
B0006,167,1.174975,3.4197,2.475768,4.157552,-1.539131,33.730546,2802.016
B0006,168,1.185675,3.423469,2.416044,4.188512,-1.54267,33.891282,2820.39
B0018,1,1.855005,3.527546,2.472161,4.188196,-1.954176,31.773285,3434.891
B0018,2,1.843196,3.534836,2.411438,4.186704,-1.947437,31.924892,3425.485
B0018,3,1.839602,3.538247,2.394396,4.188811,-1.952051,31.316913,3410.375
B0018,4,1.830674,3.537698,2.399948,4.188875,-1.946091,30.821191,3404.719
B0018,5,1.8327,3.542668,2.385146,4.189909,-1.94128,31.95347,3417.641
B0018,6,1.828529,3.545104,2.371677,4.19051,-1.940034,32.023112,3411.766
B0018,7,1.821201,3.547514,2.496449,4.190324,-1.933567,31.634533,3399.516
B0018,8,1.81517,3.544812,2.437451,4.190302,-1.933216,31.288195,3388.75
B0018,9,1.804298,3.543478,2.415221,4.188518,-1.932596,31.111225,3380.406
B0018,10,1.8231,3.543133,2.377432,4.191794,-1.938752,31.13167,3404.141
B0018,11,1.812125,3.545155,2.388749,4.190699,-1.931925,31.513058,3396.141
B0018,12,1.804692,3.545032,2.43229,4.190263,-1.924959,31.311026,3384.094
B0018,13,1.790844,3.544089,2.497496,4.189705,-1.917953,30.893965,3370.656
B0018,14,1.783471,3.541317,2.478769,4.188354,-1.917373,30.540599,3357.797
B0018,15,1.780939,3.541198,2.385849,4.193543,-1.918065,30.82566,3363.015
B0018,16,1.771209,3.541255,2.372854,4.190238,-1.910603,31.451401,3357.734
B0018,17,1.76863,3.542748,2.408691,4.190757,-1.909405,31.518848,3344.187
B0018,18,1.75363,3.541251,2.496332,4.189715,-1.896057,31.112373,3339.969
B0018,19,1.74622,3.535026,2.41999,4.187636,-1.894841,30.586453,3327.641
B0018,20,1.737665,3.532663,2.358732,4.191005,-1.900214,30.242913,3312.844
B0018,21,1.731517,3.533311,2.44581,4.190697,-1.893677,30.102704,3302.031
B0018,22,1.708595,3.527387,2.380854,4.185878,-1.873972,30.251185,3305.547
B0018,23,1.71147,3.529603,2.436956,4.188109,-1.879176,30.212408,3289.562
B0018,24,1.707502,3.528971,2.467137,4.188302,-1.878056,30.125011,3283.797
B0018,25,1.749238,3.532274,2.412937,4.189625,-1.899372,30.224286,3325.235
B0018,26,1.73277,3.532438,2.349777,4.190151,-1.892696,30.976376,3317.547
B0018,27,1.722231,3.536321,2.49047,4.189151,-1.878367,31.415703,3311.766
B0018,28,1.711846,3.533535,2.465091,4.189631,-1.870834,31.3833,3305.218
B0018,29,1.699268,3.527013,2.363133,4.18769,-1.869657,31.167938,3295.453
B0018,30,1.694037,3.529257,2.479062,4.190215,-1.862373,30.99469,3287.0
B0018,31,1.681903,3.527821,2.491906,4.189776,-1.854784,31.055318,3276.922
B0018,32,1.676977,3.525693,2.433718,4.189846,-1.853877,31.373946,3268.687
B0018,33,1.665523,3.524396,2.442451,4.18811,-1.845735,31.561284,3260.594
B0018,34,1.657192,3.520798,2.438342,4.186369,-1.838254,31.318475,3258.812
B0018,35,1.648224,3.519457,2.415725,4.190166,-1.843568,31.104012,3243.422
B0018,36,1.63877,3.513166,2.323396,4.189966,-1.837045,30.98973,3236.515
B0018,37,1.627649,3.517217,2.498504,4.18826,-1.82119,30.967852,3230.734
B0018,38,1.622154,3.512009,2.350237,4.18974,-1.827045,31.285342,3222.093
B0018,39,1.614007,3.509111,2.333774,4.186236,-1.819052,31.410962,3220.344
B0018,40,1.676052,3.516107,2.317647,4.189625,-1.869375,30.755137,3250.75
B0018,41,1.649301,3.51901,2.492395,4.186586,-1.83977,30.977447,3239.344
B0018,42,1.632383,3.512421,2.372828,4.189366,-1.837963,30.800512,3222.25
B0018,43,1.616416,3.508152,2.35607,4.188554,-1.829611,30.616193,3206.157
B0018,44,1.610903,3.508649,2.464443,4.188765,-1.821083,30.399839,3197.969
B0018,45,1.595464,3.505199,2.419517,4.188637,-1.81992,30.383868,3181.625
B0018,46,1.726707,3.523165,2.342241,4.188466,-1.895116,30.57624,3302.36
B0018,47,1.716567,3.52727,2.375547,4.189571,-1.886769,30.705906,3285.812
B0018,48,1.695824,3.526763,2.414629,4.189585,-1.878663,30.625836,3260.016
B0018,49,1.677778,3.52302,2.384465,4.189371,-1.870475,30.597357,3240.031
B0018,50,1.660659,3.519792,2.398646,4.187606,-1.856283,30.528494,3232.265
B0018,51,1.666411,3.525101,2.455713,4.188829,-1.862535,31.203754,3232.031
B0018,52,1.646834,3.518519,2.323666,4.189202,-1.860683,31.172639,3209.515
B0018,53,1.625764,3.51908,2.488054,4.186779,-1.838364,30.968259,3196.125
B0018,54,1.612158,3.511417,2.330694,4.187889,-1.843696,30.821704,3172.562
B0018,55,1.605737,3.510804,2.3894,4.189158,-1.836273,30.76522,3172.735
B0018,56,1.673645,3.514326,2.48642,4.19129,-1.86469,30.809988,3238.109
B0018,57,1.640435,3.519666,2.467363,4.190628,-1.857265,31.039034,3191.063
B0018,58,1.613265,3.512404,2.375173,4.189158,-1.848345,31.041765,3165.828
B0018,59,1.592096,3.507786,2.371626,4.185868,-1.839168,30.959784,3140.407
B0018,60,1.586601,3.50766,2.463956,4.186907,-1.830333,30.843513,3131.922
B0018,61,1.580077,3.507483,2.475545,4.189576,-1.829291,30.797157,3121.109
B0018,62,1.564173,3.502387,2.379156,4.189809,-1.827845,30.984435,3105.265
B0018,63,1.555618,3.503693,2.477616,4.188889,-1.81882,30.967899,3091.25
B0018,64,1.540205,3.498995,2.420555,4.188221,-1.817194,30.976616,3076.703
B0018,65,1.532161,3.495406,2.415388,4.186454,-1.815798,30.89769,3062.328
B0018,66,1.531623,3.494528,2.397421,4.189567,-1.822108,30.815688,3050.563
B0018,67,1.52226,3.496255,2.497753,4.189298,-1.812963,30.726188,3034.672
B0018,68,1.506527,3.487696,2.372609,4.186793,-1.804488,30.768187,3031.25
B0018,69,1.501422,3.486548,2.368443,4.188595,-1.809986,30.775415,3011.343
B0018,70,1.496353,3.482298,2.331969,4.186295,-1.80904,30.761822,3003.0
B0018,71,1.533426,3.491819,2.405776,4.187384,-1.827369,30.913722,3045.187
B0018,72,1.523845,3.493996,2.472084,4.188929,-1.818039,31.228216,3028.469
B0018,73,1.501192,3.484377,2.342731,4.18527,-1.808535,31.26168,3012.937
B0018,74,1.492418,3.485912,2.419865,4.187998,-1.806804,31.184086,2998.875
B0018,75,1.483324,3.484279,2.43888,4.187899,-1.805019,31.001432,2983.547
B0018,76,1.480738,3.482989,2.430466,4.188292,-1.811856,30.981374,2966.86
B0018,77,1.473508,3.4838,2.490727,4.18741,-1.802153,31.088688,2954.797
B0018,78,1.468019,3.478754,2.367833,4.188657,-1.809295,31.33642,2945.735
B0018,79,1.458092,3.475219,2.35327,4.188199,-1.800031,31.226,2941.375
B0018,80,1.447866,3.47074,2.362898,4.184528,-1.79813,31.037323,2923.953
B0018,81,1.452781,3.474601,2.4202,4.192768,-1.805825,30.811349,2921.031
B0018,82,1.442536,3.474052,2.472606,4.187874,-1.795956,30.932223,2902.75
B0018,83,1.439271,3.475076,2.483165,4.188056,-1.795106,31.215527,2897.875
B0018,84,1.428648,3.472424,2.434199,4.188063,-1.79401,31.400797,2892.094
B0018,85,1.424903,3.471751,2.497859,4.185913,-1.784159,31.259213,2886.921
B0018,86,1.469812,3.474541,2.374741,4.18726,-1.813632,31.134701,2942.531
B0018,87,1.452582,3.47172,2.358934,4.187671,-1.81096,31.24688,2912.469
B0018,88,1.442834,3.471398,2.441327,4.187836,-1.800802,31.027559,2895.594
B0018,89,1.428376,3.462649,2.31142,4.187195,-1.798648,30.931917,2884.406
B0018,90,1.415455,3.466073,2.495316,4.18334,-1.780407,30.667082,2873.766
B0018,91,1.454577,3.473067,2.439848,4.19221,-1.816713,31.226789,2893.375
B0018,92,1.428318,3.466855,2.376538,4.186622,-1.798127,31.387733,2884.984
B0018,93,1.419703,3.465274,2.37223,4.186946,-1.796444,31.505667,2870.234
B0018,94,1.415561,3.463888,2.361476,4.18744,-1.795371,31.546226,2864.11
B0018,95,1.40568,3.457808,2.317938,4.184598,-1.793718,31.389978,2846.64
B0018,96,1.408446,3.459814,2.337286,4.186742,-1.801452,31.385434,2839.532
B0018,97,1.396855,3.458028,2.352881,4.187152,-1.791522,31.423707,2832.703
B0018,98,1.393567,3.4614,2.464612,4.187096,-1.781694,31.435369,2827.078
B0018,99,1.389364,3.461129,2.468466,4.187367,-1.779738,31.542375,2821.531
B0018,100,1.378565,3.455557,2.409292,4.185346,-1.785653,31.526697,2805.156
B0018,101,1.384901,3.459598,2.477625,4.186647,-1.778407,31.435922,2814.906
B0018,102,1.370325,3.450657,2.335609,4.184731,-1.777841,31.475238,2801.156
B0018,103,1.373346,3.455515,2.441999,4.187176,-1.776446,31.581745,2794.187
B0018,104,1.367949,3.45584,2.465169,4.186108,-1.775275,31.647959,2785.391
B0018,105,1.356714,3.448678,2.370892,4.18346,-1.774201,31.662032,2779.5
B0018,106,1.460431,3.474503,2.46188,4.187092,-1.819665,30.434501,2899.234
B0018,107,1.4501,3.474032,2.424707,4.187369,-1.809684,31.017997,2894.922
B0018,108,1.438141,3.474404,2.444722,4.187598,-1.799329,31.394838,2888.25
B0018,109,1.428368,3.471767,2.443569,4.187609,-1.795942,31.245119,2873.906
B0018,110,1.414787,3.468531,2.4666,4.186194,-1.795602,31.053069,2847.406
B0018,111,1.413889,3.465121,2.427251,4.186991,-1.792954,30.885893,2849.281
B0018,112,1.398933,3.465288,2.476263,4.185443,-1.784474,31.053992,2833.688
B0018,113,1.395332,3.4618,2.360799,4.186308,-1.793581,31.49284,2826.453
B0018,114,1.390046,3.46326,2.377012,4.187179,-1.792065,31.938327,2818.312
B0018,115,1.386027,3.462839,2.456756,4.185446,-1.780954,31.745627,2812.719
B0018,116,1.388215,3.456915,2.327731,4.193052,-1.798985,31.310185,2803.5
B0018,117,1.376183,3.457469,2.453791,4.186242,-1.787323,31.12736,2783.25
B0018,118,1.364717,3.450219,2.347561,4.186011,-1.786167,30.985551,2776.391
B0018,119,1.358985,3.448673,2.355835,4.186756,-1.785,30.899653,2766.516
B0018,120,1.346231,3.444633,2.37911,4.183155,-1.778331,30.706124,2751.516
B0018,121,1.426843,3.467273,2.444741,4.19199,-1.809776,30.471222,2848.859
B0018,122,1.406448,3.46449,2.431868,4.185629,-1.789669,30.939222,2840.016
B0018,123,1.393491,3.459667,2.344037,4.186834,-1.79701,31.111641,2817.375
B0018,124,1.388249,3.462242,2.456437,4.186613,-1.786151,31.03791,2809.234
B0018,125,1.370188,3.455566,2.395548,4.183907,-1.784162,30.967951,2791.187
B0018,126,1.379695,3.458696,2.453675,4.185339,-1.784526,30.939962,2794.016
B0018,127,1.368659,3.452528,2.306273,4.18528,-1.792067,31.295019,2774.719
B0018,128,1.362737,3.455229,2.347109,4.186282,-1.78278,31.818465,2777.844
B0018,129,1.363405,3.461974,2.488429,4.185356,-1.772521,32.000672,2781.125
B0018,130,1.351865,3.452222,2.399218,4.181407,-1.76987,31.739922,2760.906
B0018,131,1.354797,3.44765,2.278634,4.185252,-1.788485,31.526136,2753.25
B0018,132,1.341051,3.447929,2.365585,4.185763,-1.77774,31.276245,2742.843
