Battery_ID,Cycle,Voltage_mean,Voltage_min,Voltage_max,Voltage_range,Current_mean,Current_std,Temperature_mean,Temperature_max,Temperature_rise,Cycle_number,SoH,RUL,Reached_EOL
B0006,52,3.507161,2.469459,4.185962,1.716503,-1.912447,0.431775,31.744802,38.292505,14.302388,52,86.46035,57,0
B0006,53,3.500929,2.466672,4.183657,1.716985,-1.895021,0.466719,31.876564,38.520917,14.525502,53,85.40545,56,0
B0006,54,3.497302,2.448293,4.18439,1.736097,-1.883708,0.48819,32.242893,38.954363,14.656604,54,84.87975,55,0
B0006,55,3.492904,2.474522,4.184733,1.710211,-1.871665,0.508923,32.073056,38.731364,14.625893,55,84.10315,54,0
B0006,56,3.488659,2.469128,4.185836,1.716708,-1.865481,0.519141,32.030141,38.748276,14.772076,56,83.57385,53,0
B0006,57,3.482293,2.417717,4.185703,1.767986,-1.85929,0.529287,31.984936,38.842271,15.018071,57,83.03795,52,0
B0006,58,3.477576,2.377513,4.184887,1.807374,-1.848156,0.547621,32.236774,39.221382,15.278578,58,82.55605,51,0
B0006,59,3.478744,2.443724,4.184567,1.740843,-1.841574,0.557204,32.560971,39.466511,15.008865,59,82.00675,50,0
B0006,60,3.474015,2.432428,4.184591,1.752163,-1.829753,0.574401,32.48985,39.352653,15.099728,60,81.46,49,0
B0006,61,3.471839,2.494086,4.181227,1.687141,-1.817086,0.592138,32.426122,39.318906,15.204418,61,80.4425,48,0
B0006,62,3.46318,2.382347,4.182602,1.800255,-1.811156,0.600134,32.299843,39.471969,15.543042,62,80.1762,47,0
B0006,63,3.463469,2.406668,4.183991,1.777323,-1.811306,0.60087,32.610758,39.740097,15.67724,63,79.94855,46,0
B0006,64,3.460218,2.420414,4.182425,1.762011,-1.803802,0.609257,32.256994,39.036001,14.598357,64,79.38135,45,0
B0006,65,3.462575,2.450785,4.190985,1.7402,-1.798244,0.61707,32.471934,39.161064,14.859216,65,79.1486,44,0
B0006,66,3.453708,2.393033,4.18186,1.788827,-1.785796,0.632502,32.402193,39.200518,15.084328,66,78.3569,43,0
B0006,67,3.451404,2.3939,4.183449,1.789549,-1.785075,0.633447,32.309874,39.158784,15.200877,67,78.06725,42,0
B0006,68,3.450781,2.437329,4.182944,1.745615,-1.778592,0.641416,32.354405,39.18226,15.220403,68,77.55855,41,0
B0006,69,3.446106,2.370533,4.182593,1.81206,-1.772787,0.648596,32.473136,39.381592,15.349657,69,77.0337,40,0
B0006,70,3.441815,2.351295,4.177556,1.826261,-1.760181,0.663157,32.523346,39.447129,15.392332,70,76.2657,39,0
B0006,71,3.445008,2.436846,4.1832,1.746354,-1.765303,0.657185,32.518265,39.409506,15.404652,71,76.50785,38,0
B0006,72,3.441165,2.390305,4.183586,1.793281,-1.759349,0.664159,32.543707,39.484433,15.49621,72,76.23285,37,0
B0006,73,3.443621,2.489216,4.18317,1.693954,-1.752617,0.671663,32.562223,39.441676,15.466951,73,75.72745,36,0
B0006,74,3.439943,2.450611,4.183502,1.732891,-1.751695,0.672637,32.58978,39.538662,15.566475,74,75.4696,35,0
B0006,75,3.436027,2.411195,4.183243,1.772048,-1.751043,0.673375,32.570896,39.586755,15.690034,75,75.19985,34,0
B0006,76,3.436309,2.460914,4.182038,1.721124,-1.738875,0.686477,32.537854,39.499753,15.650881,76,74.676,33,0
B0006,77,3.43047,2.37842,4.18244,1.80402,-1.738623,0.68638,32.656451,39.96864,16.094991,77,74.3816,32,0
B0006,78,3.441731,2.38447,4.189963,1.805493,-1.787076,0.631095,33.180785,40.426683,15.97218,78,76.5144,31,0
B0006,79,3.435543,2.44864,4.181214,1.732574,-1.761268,0.661517,32.712208,40.024514,16.210334,79,75.2038,30,0
B0006,80,3.427234,2.36287,4.182158,1.819288,-1.754553,0.669239,32.543944,40.021675,16.628261,80,74.43795,29,0
B0006,81,3.430754,2.479713,4.180249,1.700536,-1.736425,0.689253,32.665541,40.078212,16.583282,81,73.9139,28,0
B0006,82,3.43088,2.46099,4.182776,1.721786,-1.737169,0.689147,33.160923,40.565789,16.617024,82,73.923,27,0
B0006,83,3.431985,2.479451,4.182971,1.70352,-1.735818,0.689913,33.414446,40.752214,16.446577,83,73.66075,26,0
B0006,84,3.426914,2.421514,4.182588,1.761074,-1.72973,0.696447,33.354168,40.711626,16.545204,84,73.3758,25,0
B0006,85,3.422042,2.392799,4.180388,1.787589,-1.727867,0.698121,33.136346,40.587213,16.606417,85,72.58145,24,0
B0006,86,3.420269,2.410475,4.182476,1.772001,-1.726907,0.699,32.922418,40.370358,16.728384,86,72.5962,23,0
B0006,87,3.424821,2.491533,4.182568,1.691035,-1.7212,0.705262,33.203385,40.667924,16.838482,87,72.3574,22,0
B0006,88,3.423499,2.444862,4.182606,1.737744,-1.721141,0.705204,33.533951,40.990357,16.78051,88,72.3427,21,0
B0006,89,3.424742,2.484076,4.183048,1.698972,-1.720055,0.706306,33.576793,40.997744,16.724521,89,72.0837,20,0
B0006,90,3.450702,2.479017,4.222516,1.743499,-1.821048,0.587005,33.224088,40.772659,16.714482,90,79.67935,19,0
B0006,91,3.448048,2.482067,4.190937,1.70887,-1.821446,0.586802,33.370833,40.522205,15.845481,91,77.3195,18,0
B0006,92,3.439948,2.452449,4.183029,1.73058,-1.789916,0.627813,33.433666,40.577468,15.863719,92,75.7353,17,0
B0006,93,3.434113,2.419849,4.183894,1.764045,-1.776935,0.64339,33.286767,40.516964,16.049753,93,74.94895,16,0
B0006,94,3.43256,2.470682,4.183984,1.713302,-1.764003,0.658665,33.143477,40.343254,16.118602,94,74.15555,15,0
B0006,95,3.427061,2.41376,4.18364,1.76988,-1.75717,0.66667,33.110215,40.393411,16.279828,95,73.6483,14,0
B0006,96,3.42734,2.45625,4.183387,1.727137,-1.750267,0.67429,33.189918,40.463415,16.311064,96,73.138,13,0
B0006,97,3.423482,2.401795,4.183563,1.781768,-1.743961,0.681181,33.262654,40.581826,16.389219,97,72.5918,12,0
B0006,98,3.422096,2.408769,4.181712,1.772943,-1.736851,0.688715,33.299979,40.616708,16.378098,98,72.34335,11,0
B0006,99,3.421884,2.430812,4.183247,1.752435,-1.736005,0.689654,33.316635,40.631648,16.44062,99,72.069,10,0
B0006,100,3.419578,2.398886,4.18305,1.784164,-1.72969,0.696268,33.391506,40.743234,16.516759,100,71.56055,9,0
B0006,101,3.417528,2.381438,4.183092,1.801654,-1.728795,0.697048,33.415224,40.817155,16.595366,101,71.30125,8,0
B0006,102,3.419786,2.459885,4.181537,1.721652,-1.721673,0.704597,33.396909,40.728776,16.510691,102,71.0244,7,0
B0006,103,3.417137,2.400729,4.172034,1.771305,-1.722816,0.703674,33.73732,41.454945,17.18795,103,71.03505,6,0
B0006,104,3.430535,2.472831,4.188428,1.715597,-1.748664,0.676636,34.089653,41.396789,16.386265,104,72.6128,5,0
B0006,105,3.425084,2.467319,4.181499,1.71418,-1.734516,0.691433,33.998729,41.366695,16.546854,105,71.5779,4,0
B0006,106,3.417134,2.369246,4.179546,1.8103,-1.727157,0.698926,33.907397,41.377874,16.716105,106,70.7508,3,0
B0006,107,3.417521,2.448262,4.181016,1.732754,-1.730518,0.695078,33.705184,41.140956,16.709838,107,70.48655,2,0
B0006,108,3.418162,2.459863,4.182668,1.722805,-1.714144,0.712646,33.745883,41.216881,16.874612,108,70.24585,1,0
B0006,109,3.420332,2.49787,4.179948,1.682078,-1.706782,0.719704,34.016572,41.403919,16.709296,109,69.7582,0,1
B0006,110,3.419292,2.472237,4.182316,1.710079,-1.70636,0.719707,34.175023,41.586571,16.752778,110,69.7267,0,1
B0006,111,3.414352,2.427875,4.183006,1.755131,-1.70527,0.72069,33.97611,41.435041,16.864006,111,69.46585,0,1
B0006,112,3.412701,2.427591,4.182505,1.754914,-1.704627,0.721395,33.841504,41.374369,17.000581,112,69.1919,0,1
B0006,113,3.41041,2.373379,4.179533,1.806154,-1.69855,0.72786,34.100846,41.664779,17.035845,113,68.68405,0,1
B0006,114,3.414419,2.42486,4.182505,1.757645,-1.698235,0.727594,34.346637,41.818168,16.90951,114,68.9303,0,1
B0006,115,3.413171,2.426963,4.182823,1.75586,-1.697117,0.728647,34.216232,41.686647,16.899747,115,68.688,0,1
B0006,116,3.410702,2.417288,4.182414,1.765126,-1.69592,0.729939,34.041617,41.565383,17.010446,116,68.4129,0,1
B0006,117,3.408906,2.418509,4.182451,1.763942,-1.695316,0.730716,33.890213,41.463948,17.137524,117,68.1651,0,1
B0006,118,3.413408,2.480937,4.181306,1.700369,-1.689038,0.736599,34.116762,41.612363,17.037064,118,67.90485,0,1
B0006,119,3.411221,2.407821,4.180487,1.772666,-1.68924,0.736671,34.490494,42.00754,17.013957,119,67.66345,0,1
B0006,120,3.415521,2.433235,4.16357,1.730335,-1.710201,0.716282,34.237448,41.616792,16.451572,120,69.20805,0,1
B0006,121,3.422984,2.440823,4.190013,1.74919,-1.730245,0.696262,34.414289,41.802451,16.633101,121,70.25735,0,1
B0006,122,3.414757,2.396078,4.182418,1.78634,-1.715247,0.711023,34.164452,41.653005,16.831567,122,68.93595,0,1
B0006,123,3.414359,2.449307,4.182071,1.732764,-1.70134,0.7245,33.877147,41.360618,16.900757,123,68.4133,0,1
B0006,124,3.409189,2.384185,4.182702,1.798517,-1.700437,0.725368,33.839566,41.428156,17.111217,124,67.86575,0,1
B0006,125,3.41193,2.444076,4.18227,1.738194,-1.687353,0.7373,33.818305,41.343266,17.043907,125,67.62465,0,1
B0006,126,3.409442,2.429601,4.182395,1.752794,-1.691929,0.733539,33.812621,41.381187,17.116231,126,67.3705,0,1
B0006,127,3.40819,2.410223,4.182062,1.771839,-1.685295,0.739526,33.798946,41.37845,17.144401,127,66.8504,0,1
B0006,128,3.407379,2.409893,4.182289,1.772396,-1.678743,0.745435,33.702724,41.306601,17.222586,128,66.56175,0,1
B0006,129,3.408586,2.453938,4.179662,1.725724,-1.671214,0.752177,33.635627,41.204081,17.171337,129,66.2965,0,1
B0006,130,3.404844,2.39404,4.181393,1.787353,-1.676893,0.747428,33.690724,41.329556,17.294507,130,66.07895,0,1
B0006,131,3.408106,2.451347,4.1821,1.730753,-1.670119,0.753284,33.71317,41.30037,17.233237,131,66.06125,0,1
B0006,132,3.409173,2.475015,4.182054,1.707039,-1.663475,0.758971,33.653766,41.243646,17.239695,132,65.78245,0,1
B0006,133,3.411082,2.456918,4.168816,1.711898,-1.664588,0.757936,33.983578,41.364649,16.69943,133,66.04515,0,1
B0006,134,3.416749,2.438241,4.190149,1.751908,-1.691838,0.733447,33.816348,40.892858,16.0875,134,67.37165,0,1
B0006,135,3.416969,2.49464,4.187197,1.692557,-1.671198,0.752313,33.60692,40.652965,16.084188,135,66.30065,0,1
B0006,136,3.410576,2.436746,4.182323,1.745577,-1.663277,0.759027,33.473506,40.584107,16.268836,136,65.50595,0,1
B0006,137,3.411334,2.485869,4.182282,1.696413,-1.655909,0.765496,33.209179,40.322784,16.318988,137,65.2608,0,1
B0006,138,3.408128,2.395755,4.181394,1.785639,-1.656101,0.765507,33.58089,40.780329,16.41963,138,65.0203,0,1
B0006,139,3.412573,2.450468,4.182109,1.731641,-1.649326,0.770966,33.764009,40.857315,16.235542,139,65.0118,0,1
B0006,140,3.407694,2.394203,4.181211,1.787008,-1.648113,0.771856,33.570036,40.748602,16.386162,140,64.47535,0,1
B0006,141,3.40735,2.430384,4.180184,1.7498,-1.640254,0.778065,33.272051,40.472276,16.413988,141,63.96265,0,1
B0006,142,3.409292,2.475563,4.181642,1.706079,-1.633915,0.78372,33.127409,40.281876,16.441839,142,63.9604,0,1
B0006,143,3.409549,2.446712,4.18185,1.735138,-1.634024,0.783832,33.439117,40.637565,16.52142,143,63.70185,0,1
B0006,144,3.410319,2.460711,4.181709,1.720998,-1.632488,0.78488,33.482875,40.642433,16.394058,144,63.70635,0,1
B0006,145,3.409269,2.461979,4.178726,1.716747,-1.619261,0.795118,33.221363,40.387134,16.41437,145,63.1882,0,1
B0006,146,3.409437,2.499908,4.181149,1.681241,-1.617824,0.796212,32.985627,40.153164,16.473175,146,62.90685,0,1
B0006,147,3.403885,2.406157,4.181247,1.77509,-1.618102,0.79591,32.970183,40.262117,16.729584,147,62.663,0,1
B0006,148,3.406593,2.409214,4.182125,1.772911,-1.618099,0.796221,33.310187,40.65438,16.75399,148,62.66155,0,1
B0006,149,3.409593,2.47054,4.179545,1.709005,-1.610354,0.802269,33.234067,40.410217,16.483055,149,62.40435,0,1
B0006,150,3.40941,2.499684,4.164242,1.664558,-1.611644,0.801085,33.117657,40.49522,16.931998,150,62.67175,0,1
B0006,151,3.419549,2.48397,4.189239,1.705269,-1.642036,0.77742,33.78417,41.35788,17.174894,151,64.49025,0,1
B0006,152,3.41518,2.46754,4.180843,1.713303,-1.619481,0.795053,33.80644,41.37903,17.241129,152,63.177,0,1
B0006,153,3.415459,2.494644,4.181238,1.686594,-1.604864,0.806036,33.637358,41.209208,17.24611,153,62.3988,0,1
B0006,154,3.413034,2.457738,4.179828,1.72209,-1.59164,0.81589,33.581959,41.206306,17.353498,154,61.606,0,1
B0006,155,3.409452,2.409865,4.180793,1.770928,-1.590111,0.817044,33.562456,41.282393,17.529359,155,61.3557,0,1
B0006,156,3.41385,2.479418,4.181365,1.701947,-1.576775,0.826275,33.511127,41.159568,17.438235,156,61.087,0,1
B0006,157,3.410901,2.434585,4.180595,1.74601,-1.575263,0.827296,33.536759,41.230427,17.470605,157,60.55515,0,1
B0006,158,3.410574,2.425683,4.181424,1.755741,-1.568464,0.831738,33.498031,41.214879,17.552563,158,60.2808,0,1
B0006,159,3.409651,2.417924,4.181922,1.763998,-1.567129,0.832943,33.516977,41.274398,17.61271,159,60.0447,0,1
B0006,160,3.412858,2.454158,4.179594,1.725436,-1.553799,0.8419,33.531923,41.237668,17.513062,160,59.5295,0,1
B0006,161,3.413451,2.463616,4.180558,1.716942,-1.552183,0.842674,33.567636,41.240681,17.478618,161,59.25895,0,1
B0006,162,3.414388,2.470375,4.181414,1.711039,-1.545265,0.847035,33.604931,41.281339,17.475272,162,58.98355,0,1
B0006,163,3.412419,2.435763,4.180815,1.745052,-1.538652,0.851356,33.542814,41.283386,17.56986,163,58.72975,0,1
B0006,164,3.41481,2.48119,4.169704,1.688514,-1.516972,0.864747,33.472459,41.149193,17.441853,164,57.6909,0,1
B0006,165,3.416618,2.491537,4.180284,1.688747,-1.52385,0.860389,33.582104,41.262683,17.471222,165,58.22005,0,1
B0006,166,3.412134,2.409041,4.18117,1.772129,-1.523793,0.860433,33.663461,41.457918,17.655021,166,57.93985,0,1
B0006,167,3.4197,2.475768,4.157552,1.681784,-1.539131,0.851192,33.730546,41.116662,16.418064,167,58.74875,0,1
B0006,168,3.423469,2.416044,4.188512,1.772468,-1.54267,0.849552,33.891282,41.362638,16.454912,168,59.28375,0,1
B0018,1,3.527546,2.472161,4.188196,1.716035,-1.954176,0.327555,31.773285,38.101803,14.282283,1,92.75025,96,0
B0018,2,3.534836,2.411438,4.186704,1.775266,-1.947437,0.344749,31.924892,38.14988,13.835093,2,92.1598,95,0
B0018,3,3.538247,2.394396,4.188811,1.794415,-1.952051,0.330929,31.316913,37.526691,13.782797,3,91.9801,94,0
B0018,4,3.537698,2.399948,4.188875,1.788927,-1.946091,0.347912,30.821191,37.062792,13.834936,4,91.5337,93,0
B0018,5,3.542668,2.385146,4.189909,1.804763,-1.94128,0.363491,31.95347,38.211035,13.788967,5,91.635,92,0
B0018,6,3.545104,2.371677,4.19051,1.818833,-1.940034,0.364963,32.023112,38.174965,13.479679,6,91.42645,91,0
B0018,7,3.547514,2.496449,4.190324,1.693875,-1.933567,0.380883,31.634533,37.640387,13.326727,7,91.06005,90,0
B0018,8,3.544812,2.437451,4.190302,1.752851,-1.933216,0.382477,31.288195,37.376029,13.458761,8,90.7585,89,0
B0018,9,3.543478,2.415221,4.188518,1.773297,-1.932596,0.384119,31.111225,37.28928,13.634639,9,90.2149,88,0
B0018,10,3.543133,2.377432,4.191794,1.814362,-1.938752,0.369053,31.13167,37.523778,13.925774,10,91.155,87,0
B0018,11,3.545155,2.388749,4.190699,1.80195,-1.931925,0.38518,31.513058,37.724204,13.595915,11,90.60625,86,0
B0018,12,3.545032,2.43229,4.190263,1.757973,-1.924959,0.400892,31.311026,37.413661,13.402664,12,90.2346,85,0
B0018,13,3.544089,2.497496,4.189705,1.692209,-1.917953,0.416048,30.893965,36.947249,13.392702,13,89.5422,84,0
B0018,14,3.541317,2.478769,4.188354,1.709585,-1.917373,0.417715,30.540599,36.707091,13.61659,14,89.17355,83,0
B0018,15,3.541198,2.385849,4.193543,1.807694,-1.918065,0.41851,30.82566,37.130612,13.827067,15,89.04695,82,0
B0018,16,3.541255,2.372854,4.190238,1.817384,-1.910603,0.433354,31.451401,37.6866,13.68648,16,88.56045,81,0
B0018,17,3.542748,2.408691,4.190757,1.782066,-1.909405,0.434529,31.518848,37.633581,13.403164,17,88.4315,80,0
B0018,18,3.541251,2.496332,4.189715,1.693383,-1.896057,0.460837,31.112373,37.152526,13.356864,18,87.6815,79,0
B0018,19,3.535026,2.41999,4.187636,1.767646,-1.894841,0.462897,30.586453,36.78829,13.660965,19,87.311,78,0
B0018,20,3.532663,2.358732,4.191005,1.832273,-1.900214,0.452459,30.242913,36.541146,13.760179,20,86.88325,77,0
B0018,21,3.533311,2.44581,4.190697,1.744887,-1.893677,0.46616,30.102704,36.372088,13.789704,21,86.57585,76,0
B0018,22,3.527387,2.380854,4.185878,1.805024,-1.873972,0.501665,30.251185,36.526085,13.812007,22,85.42975,75,0
B0018,23,3.529603,2.436956,4.188109,1.751153,-1.879176,0.492717,30.212408,36.476253,13.814463,23,85.5735,74,0
B0018,24,3.528971,2.467137,4.188302,1.721165,-1.878056,0.49393,30.125011,36.377209,13.869041,24,85.3751,73,0
B0018,25,3.532274,2.412937,4.189625,1.776688,-1.899372,0.455988,30.224286,36.640009,14.022096,25,87.4619,72,0
B0018,26,3.532438,2.349777,4.190151,1.840374,-1.892696,0.469795,30.976376,37.381655,13.951112,26,86.6385,71,0
B0018,27,3.536321,2.49047,4.189151,1.698681,-1.878367,0.495047,31.415703,37.598248,13.631301,27,86.11155,70,0
B0018,28,3.533535,2.465091,4.189631,1.72454,-1.870834,0.507765,31.3833,37.560555,13.596202,28,85.5923,69,0
B0018,29,3.527013,2.363133,4.18769,1.824557,-1.869657,0.509618,31.167938,37.521142,13.887223,29,84.9634,68,0
B0018,30,3.529257,2.479062,4.190215,1.711153,-1.862373,0.521882,30.99469,37.218871,13.733992,30,84.70185,67,0
B0018,31,3.527821,2.491906,4.189776,1.69787,-1.854784,0.534394,31.055318,37.334414,13.864091,31,84.09515,66,0
B0018,32,3.525693,2.433718,4.189846,1.756128,-1.853877,0.536045,31.373946,37.73318,13.959666,32,83.84885,65,0
B0018,33,3.524396,2.442451,4.18811,1.745659,-1.845735,0.548163,31.561284,37.846493,13.84503,33,83.27615,64,0
B0018,34,3.520798,2.438342,4.186369,1.748027,-1.838254,0.559255,31.318475,37.670165,13.972975,34,82.8596,63,0
B0018,35,3.519457,2.415725,4.190166,1.774441,-1.843568,0.551439,31.104012,37.531852,14.040052,35,82.4112,62,0
B0018,36,3.513166,2.323396,4.189966,1.86657,-1.837045,0.561352,30.98973,37.593334,14.270329,36,81.9385,61,0
B0018,37,3.517217,2.498504,4.18826,1.689756,-1.82119,0.584407,30.967852,37.36141,14.108971,37,81.38245,60,0
B0018,38,3.512009,2.350237,4.18974,1.839503,-1.827045,0.576508,31.285342,37.899803,14.406317,38,81.1077,59,0
B0018,39,3.509111,2.333774,4.186236,1.852462,-1.819052,0.587272,31.410962,38.031497,14.377067,39,80.70035,58,0
B0018,40,3.516107,2.317647,4.189625,1.871978,-1.869375,0.510642,30.755137,37.422202,14.405663,40,83.8026,57,0
B0018,41,3.51901,2.492395,4.186586,1.694191,-1.83977,0.556855,30.977447,37.325112,13.942409,41,82.46505,56,0
B0018,42,3.512421,2.372828,4.189366,1.816538,-1.837963,0.559559,30.800512,37.310883,14.15686,42,81.61915,55,0
B0018,43,3.508152,2.35607,4.188554,1.832484,-1.829611,0.571885,30.616193,37.232347,14.347061,43,80.8208,54,0
B0018,44,3.508649,2.464443,4.188765,1.724322,-1.821083,0.58387,30.399839,36.948509,14.382161,44,80.54515,53,0
B0018,45,3.505199,2.419517,4.188637,1.76912,-1.81992,0.585778,30.383868,37.002664,14.450029,45,79.7732,52,0
B0018,46,3.523165,2.342241,4.188466,1.846225,-1.895116,0.463845,30.57624,36.710254,13.585245,46,86.33535,51,0
B0018,47,3.52727,2.375547,4.189571,1.814024,-1.886769,0.478321,30.705906,36.728076,13.319112,47,85.82835,50,0
B0018,48,3.526763,2.414629,4.189585,1.774956,-1.878663,0.49324,30.625836,36.729593,13.449347,48,84.7912,49,0
B0018,49,3.52302,2.384465,4.189371,1.804906,-1.870475,0.507335,30.597357,36.787462,13.582848,49,83.8889,48,0
B0018,50,3.519792,2.398646,4.187606,1.78896,-1.856283,0.531724,30.528494,36.756892,13.632929,50,83.03295,47,0
B0018,51,3.525101,2.455713,4.188829,1.733116,-1.862535,0.521266,31.203754,37.350158,13.576676,51,83.32055,46,0
B0018,52,3.518519,2.323666,4.189202,1.865536,-1.860683,0.52395,31.172639,37.48126,13.74722,52,82.3417,45,0
B0018,53,3.51908,2.488054,4.186779,1.698725,-1.838364,0.558525,30.968259,37.125444,13.565769,53,81.2882,44,0
B0018,54,3.511417,2.330694,4.187889,1.857195,-1.843696,0.550733,30.821704,37.191126,13.881495,54,80.6079,43,0
B0018,55,3.510804,2.3894,4.189158,1.799758,-1.836273,0.562188,30.76522,37.176427,14.03245,55,80.28685,42,0
B0018,56,3.514326,2.48642,4.19129,1.70487,-1.86469,0.518053,30.809988,37.119367,14.024592,56,83.68225,41,0
B0018,57,3.519666,2.467363,4.190628,1.723265,-1.857265,0.52995,31.039034,37.270246,13.703024,57,82.02175,40,0
B0018,58,3.512404,2.375173,4.189158,1.813985,-1.848345,0.543968,31.041765,37.395509,13.854201,58,80.66325,39,0
B0018,59,3.507786,2.371626,4.185868,1.814242,-1.839168,0.557958,30.959784,37.378957,13.990647,59,79.6048,38,0
B0018,60,3.50766,2.463956,4.186907,1.722951,-1.830333,0.570695,30.843513,37.245718,14.07797,60,79.33005,37,0
B0018,61,3.507483,2.475545,4.189576,1.714031,-1.829291,0.572447,30.797157,37.217556,14.097245,61,79.00385,36,0
B0018,62,3.502387,2.379156,4.189809,1.810653,-1.827845,0.574259,30.984435,37.56151,14.275119,62,78.20865,35,0
B0018,63,3.503693,2.477616,4.188889,1.711273,-1.81882,0.586842,30.967899,37.417479,14.133251,63,77.7809,34,0
B0018,64,3.498995,2.420555,4.188221,1.767666,-1.817194,0.58886,30.976616,37.551015,14.327157,64,77.01025,33,0
B0018,65,3.495406,2.415388,4.186454,1.771066,-1.815798,0.5909,30.89769,37.59895,14.571743,65,76.60805,32,0
B0018,66,3.494528,2.397421,4.189567,1.792146,-1.822108,0.582158,30.815688,37.48924,14.45762,66,76.58115,31,0
B0018,67,3.496255,2.497753,4.189298,1.691545,-1.812963,0.595278,30.726188,37.379111,14.47609,67,76.113,30,0
B0018,68,3.487696,2.372609,4.186793,1.814184,-1.804488,0.606534,30.768187,37.559604,14.72612,68,75.32635,29,0
B0018,69,3.486548,2.368443,4.188595,1.820152,-1.809986,0.599329,30.775415,37.618055,14.750242,69,75.0711,28,0
B0018,70,3.482298,2.331969,4.186295,1.854326,-1.80904,0.60034,30.761822,37.71102,14.966822,70,74.81765,27,0
B0018,71,3.491819,2.405776,4.187384,1.781608,-1.827369,0.575395,30.913722,37.767989,14.758109,71,76.6713,26,0
B0018,72,3.493996,2.472084,4.188929,1.716845,-1.818039,0.588404,31.228216,37.919194,14.546523,72,76.19225,25,0
B0018,73,3.484377,2.342731,4.18527,1.842539,-1.808535,0.601711,31.26168,37.993285,14.551559,73,75.0596,24,0
B0018,74,3.485912,2.419865,4.187998,1.768133,-1.806804,0.603505,31.184086,37.984838,14.687104,74,74.6209,23,0
B0018,75,3.484279,2.43888,4.187899,1.749019,-1.805019,0.605688,31.001432,37.828885,14.729454,75,74.1662,22,0
B0018,76,3.482989,2.430466,4.188292,1.757826,-1.811856,0.596903,30.981374,37.844838,14.797915,76,74.0369,21,0
B0018,77,3.4838,2.490727,4.18741,1.696683,-1.802153,0.610252,31.088688,37.898461,14.782901,77,73.6754,20,0
B0018,78,3.478754,2.367833,4.188657,1.820824,-1.809295,0.600327,31.33642,38.27784,14.853741,78,73.40095,19,0
B0018,79,3.475219,2.35327,4.188199,1.834929,-1.800031,0.612449,31.226,38.244343,15.033328,79,72.9046,18,0
B0018,80,3.47074,2.362898,4.184528,1.82163,-1.79813,0.614577,31.037323,38.069563,15.130339,80,72.3933,17,0
B0018,81,3.474601,2.4202,4.192768,1.772568,-1.805825,0.604686,30.811349,37.817446,15.101848,81,72.63905,16,0
B0018,82,3.474052,2.472606,4.187874,1.715268,-1.795956,0.61817,30.932223,37.902568,15.085701,82,72.1268,15,0
B0018,83,3.475076,2.483165,4.188056,1.704891,-1.795106,0.618934,31.215527,38.166283,15.010926,83,71.96355,14,0
B0018,84,3.472424,2.434199,4.188063,1.753864,-1.79401,0.620585,31.400797,38.367895,14.995505,84,71.4324,13,0
B0018,85,3.471751,2.497859,4.185913,1.688054,-1.784159,0.632246,31.259213,38.198236,15.086227,85,71.24515,12,0
B0018,86,3.474541,2.374741,4.18726,1.812519,-1.813632,0.5946,31.134701,38.099983,14.984188,86,73.4906,11,0
B0018,87,3.47172,2.358934,4.187671,1.828737,-1.81096,0.597931,31.24688,38.214524,14.949461,87,72.6291,10,0
B0018,88,3.471398,2.441327,4.187836,1.746509,-1.800802,0.611493,31.027559,37.939697,14.912652,88,72.1417,9,0
B0018,89,3.462649,2.31142,4.187195,1.875775,-1.798648,0.613886,30.931917,38.066667,15.277644,89,71.4188,8,0
B0018,90,3.466073,2.495316,4.18334,1.688024,-1.780407,0.63706,30.667082,37.632605,15.153251,90,70.77275,7,0
B0018,91,3.473067,2.439848,4.19221,1.752362,-1.816713,0.590543,31.226789,38.182236,15.028439,91,72.72885,6,0
B0018,92,3.466855,2.376538,4.186622,1.810084,-1.798127,0.615176,31.387733,38.390747,15.090759,92,71.4159,5,0
B0018,93,3.465274,2.37223,4.186946,1.814716,-1.796444,0.617572,31.505667,38.516227,15.076409,93,70.98515,4,0
B0018,94,3.463888,2.361476,4.18744,1.825964,-1.795371,0.618585,31.546226,38.566122,15.041974,94,70.77805,3,0
B0018,95,3.457808,2.317938,4.184598,1.86666,-1.793718,0.621306,31.389978,38.560654,15.385497,95,70.284,2,0
B0018,96,3.459814,2.337286,4.186742,1.849456,-1.801452,0.610693,31.385434,38.538421,15.248353,96,70.4223,1,0
B0018,97,3.458028,2.352881,4.187152,1.834271,-1.791522,0.623631,31.423707,38.548873,15.291729,97,69.84275,0,1
B0018,98,3.4614,2.464612,4.187096,1.722484,-1.781694,0.636221,31.435369,38.458384,15.201952,98,69.67835,0,1
B0018,99,3.461129,2.468466,4.187367,1.718901,-1.779738,0.638759,31.542375,38.543829,15.125844,99,69.4682,0,1
B0018,100,3.455557,2.409292,4.185346,1.776054,-1.785653,0.631222,31.526697,38.650884,15.396165,100,68.92825,0,1
B0018,101,3.459598,2.477625,4.186647,1.709022,-1.778407,0.639667,31.435922,38.456548,15.181245,101,69.24505,0,1
B0018,102,3.450657,2.335609,4.184731,1.849122,-1.777841,0.641351,31.475238,38.656413,15.474581,102,68.51625,0,1
B0018,103,3.455515,2.441999,4.187176,1.745177,-1.776446,0.642619,31.581745,38.655587,15.308386,103,68.6673,0,1
